topic,cluster,x,y
patient,3,6.9100966,-0.7741783
cell,2,13.362933,2.8532853
patient,1,8.208023,6.0593743
sample,1,6.5226912,5.741951
health,6,-1.5653013,2.8832815
drug,0,5.088714,10.576042
sample,5,6.452281,1.9740676
health,3,2.514796,-0.18123163
health,6,9.586267,13.111326
health,6,-3.302716,4.7659955
health,6,-0.63079625,2.0932665
vaccine,1,6.945751,6.308811
drug,0,6.2362275,11.752635
health,6,0.18597022,1.3974061
cell,2,14.786683,3.5708475
protein,4,13.433625,11.853597
drug,0,7.0694757,11.714077
protein,4,12.820178,12.608168
patient,2,11.81356,1.9985785
cell,2,14.5315275,3.5750015
cell,2,14.160256,3.5228539
sample,5,5.321731,2.0730522
cell,2,13.549581,5.045202
patient,3,5.2421894,-2.0038762
health,6,-1.077559,2.9695191
patient,3,8.775839,-3.2263522
vaccine,1,7.6676416,7.085649
drug,0,5.5860186,11.006203
vaccine,1,6.704427,7.4702883
protein,4,12.963441,12.11195
protein,4,9.980064,12.969709
sample,5,5.554034,4.410327
drug,1,7.050697,9.587855
vaccine,1,7.4145474,8.947817
sample,5,6.9717875,2.982545
cell,2,14.289571,5.5807
patient,3,8.337546,-3.0987048
protein,4,13.030064,10.769022
cell,2,12.436632,3.5099013
sample,5,5.9556,2.7577696
sample,5,5.7563806,1.9889808
drug,0,6.339368,11.936261
health,6,-1.5136887,2.835221
vaccine,1,10.436656,6.406242
health,6,-0.8809323,3.420258
sample,5,7.05397,3.2634296
vaccine,1,9.668506,6.808179
health,6,-2.6257963,3.967077
patient,3,8.347092,-2.881345
cell,2,14.803005,3.6413195
protein,4,12.330977,12.277643
protein,4,7.416146,3.6076376
drug,0,6.38261,11.599987
sample,5,4.652385,2.4583623
health,6,5.178329,7.3402834
drug,0,11.244258,4.139367
patient,3,5.122165,-1.9753634
drug,0,11.536215,3.7602189
vaccine,1,7.7796283,7.6421366
vaccine,2,10.938397,6.0848165
sample,5,3.2503846,3.0553067
sample,5,5.364861,2.604048
patient,3,7.30805,-2.8355837
sample,5,4.1458006,2.732719
sample,5,5.7997537,4.4111557
protein,1,9.783624,9.22185
drug,0,6.2775135,11.803097
protein,4,11.161646,12.209796
patient,3,5.945235,-2.3672354
health,6,-2.3528593,4.0968313
cell,2,12.19412,5.2211905
vaccine,1,9.463728,6.902752
protein,4,11.995175,13.018932
sample,5,5.64639,2.369547
sample,5,5.407035,2.1636384
protein,0,9.0423565,11.665586
sample,5,6.5037336,1.9076705
drug,0,6.9560947,10.093369
vaccine,1,7.439221,8.906106
vaccine,1,8.226005,6.2872343
health,6,-3.2936132,4.7694855
cell,2,14.876111,3.5559587
drug,0,7.091389,9.749637
protein,4,12.511868,12.229821
vaccine,1,6.56437,5.8158164
health,6,-3.1088552,4.54538
vaccine,1,7.298046,7.6817694
health,2,0.14479941,3.884981
protein,4,13.164779,13.2046175
cell,2,10.908489,6.109544
sample,5,5.8505383,1.0723761
patient,3,8.693289,-3.3203666
protein,0,9.864736,12.8744135
vaccine,1,6.73987,5.983173
vaccine,1,7.492095,8.767645
sample,5,5.448933,2.3164876
patient,3,7.139877,-1.2185782
health,6,0.29540902,3.8563702
protein,4,11.314627,12.19851
protein,1,10.23185,9.665358
protein,0,8.485854,11.656602
cell,2,14.659099,3.9060543
sample,3,6.4501557,0.10089227
health,6,5.606132,7.4383154
cell,2,14.269864,6.334758
protein,4,13.235944,13.313187
patient,3,8.562155,-3.6941931
vaccine,1,7.861069,7.8870754
health,6,-3.306466,4.786946
drug,0,6.2042274,11.853153
health,6,-2.639613,4.2513604
cell,2,13.480173,3.520389
drug,0,6.148284,11.878825
protein,4,10.080016,13.002802
sample,5,5.8579416,2.5349376
patient,3,7.2024093,-1.4451754
protein,4,13.3731165,13.001714
cell,2,13.832492,4.145623
protein,4,13.187597,13.15011
drug,0,8.274147,11.6405525
protein,1,9.746632,9.150829
health,6,1.6661303,3.4818137
patient,3,5.872873,-2.3352916
sample,5,5.3556123,2.9965398
patient,3,6.647184,-2.741561
sample,3,6.4967594,-0.07002299
cell,2,13.90184,3.1030822
protein,4,12.553732,12.267196
vaccine,1,7.3655276,9.13166
cell,2,14.669448,3.7105393
sample,3,6.296248,-0.117680974
cell,2,14.781377,3.7860334
health,6,0.75873625,0.95126617
patient,3,5.429908,-2.116787
drug,0,5.1477423,10.663685
protein,1,9.68516,9.120774
protein,4,11.284599,12.1828785
patient,0,8.420924,6.1741586
health,6,0.946205,3.65864
cell,2,11.954567,2.057601
health,6,-0.58176416,4.1587744
sample,5,5.5855083,1.6376055
protein,4,13.359902,12.929118
drug,0,6.185611,12.01273
vaccine,1,7.2623863,9.47991
patient,3,8.690993,-3.41894
patient,1,8.34114,5.8912005
vaccine,1,9.572118,6.8501015
health,6,-1.3503262,2.702656
patient,2,11.9435,2.070453
protein,4,11.19037,12.164775
health,6,-1.2453887,4.8118334
cell,2,11.77272,4.0196123
protein,4,13.289226,9.9690485
vaccine,1,6.8488874,5.949547
drug,0,6.206853,11.994708
protein,4,12.060277,12.9900055
sample,5,5.260865,2.5346348
patient,3,4.1915092,-1.3856819
cell,2,11.841037,5.483241
health,6,0.7484109,3.6907566
patient,3,4.394851,-1.5651544
vaccine,1,7.896323,7.88845
cell,2,13.8502245,3.5101833
cell,2,12.5159025,4.9958906
protein,4,13.023123,13.326421
health,6,-1.4371344,3.9174643
sample,5,4.887464,2.2898898
sample,5,3.3756812,3.0283813
drug,0,6.714583,11.845968
health,6,-0.07311644,1.6213892
cell,2,11.703635,4.2515755
cell,2,14.587301,3.9470508
patient,3,6.671835,-1.6491553
protein,1,10.085927,9.489125
patient,3,4.4789715,-1.6160759
patient,3,6.795583,-0.5477675
patient,2,11.642819,1.8142904
health,2,12.951124,3.7620127
sample,5,7.0119014,3.214691
protein,4,13.55059,11.568108
protein,1,10.257475,9.676144
patient,2,11.809831,2.0061553
sample,5,5.8678546,1.1468121
protein,4,13.543787,9.087923
cell,2,11.885007,2.2135537
sample,5,5.3647265,2.9926922
cell,2,14.052815,6.2854877
protein,4,12.928443,12.787322
sample,5,5.2065187,2.0753622
patient,3,7.5467095,-1.9527314
vaccine,1,9.97213,6.666446
protein,4,9.966902,13.01112
protein,5,7.274325,3.3536234
sample,5,6.334677,1.9478483
health,6,-2.2830763,3.5774
patient,3,4.7655454,-1.7786145
sample,5,6.6373625,2.930748
protein,4,13.160785,13.332767
sample,5,5.1957707,2.4161894
protein,4,13.279096,9.666097
protein,4,11.593597,13.024267
protein,4,10.6610775,10.025323
protein,4,12.221973,12.402776
protein,4,13.054981,13.314803
vaccine,1,7.766604,7.587361
protein,4,11.917336,11.237047
vaccine,1,7.714313,7.868822
protein,4,13.321363,9.868807
health,6,5.5155525,7.4199595
protein,4,11.879453,11.488567
cell,2,12.027884,2.1392584
patient,1,8.299565,6.0226173
sample,5,5.3685575,3.1159832
cell,2,12.366247,3.5782933
vaccine,1,10.453531,6.3818216
protein,4,12.958499,12.96834
drug,0,5.1734505,10.702374
sample,5,6.736034,2.627965
sample,5,5.3296986,4.02697
cell,2,14.0863085,6.895806
protein,4,12.714876,12.639056
cell,2,14.142201,6.555774
patient,3,5.077382,-1.9503967
health,6,-1.2418369,4.8150506
patient,2,11.856527,2.0100853
protein,4,13.174185,13.299598
health,6,-0.08394627,4.009643
patient,3,8.559916,-3.633797
cell,2,14.453936,5.7248917
protein,4,13.217204,13.288613
protein,4,12.411016,11.538015
patient,3,7.1533194,-3.0504324
patient,3,9.065266,-3.3704846
sample,5,5.4150586,2.9750285
vaccine,1,7.917841,7.8307757
sample,5,5.524272,3.6948874
drug,0,6.1744037,12.010456
health,6,-0.08819634,1.6331756
patient,2,11.663135,1.8367589
sample,5,4.484585,2.554759
patient,3,3.947402,-1.315441
health,6,1.6354693,0.27159864
patient,3,8.562446,-3.4912057
health,6,-1.5671698,2.8581169
health,6,1.2988452,3.5717816
patient,3,5.783059,-2.3026514
vaccine,1,10.396822,6.4853554
patient,3,7.348335,-1.6897373
protein,4,11.992168,11.337517
sample,5,5.9926267,0.7719717
cell,2,14.237265,6.465431
cell,5,13.5176735,5.308984
cell,2,14.483893,5.63927
cell,2,11.895289,3.6896746
drug,0,5.864809,11.494504
patient,3,3.8455224,-1.2522407
health,6,0.6057312,3.73054
patient,2,11.650784,1.8161112
cell,2,13.538407,4.238471
sample,5,5.4253335,3.29227
health,6,1.904663,0.066195585
cell,2,14.05272,7.281729
sample,5,5.4114876,2.133919
health,5,2.6467097,3.1929317
drug,0,11.2587595,3.730365
sample,5,3.3824368,3.1613114
protein,1,9.672697,9.083373
vaccine,1,6.6348624,7.552336
protein,4,13.4753,13.644521
sample,5,5.3329096,2.8153386
protein,4,13.458266,11.749966
protein,4,10.80771,9.993876
drug,0,6.5461836,11.938362
cell,2,14.125909,3.7525878
patient,3,7.3376584,-2.923301
patient,3,8.920356,-3.900568
patient,3,3.9113803,-1.2942581
patient,3,7.0781546,-1.0865341
protein,4,13.065574,13.218823
cell,2,13.5898,4.9866114
patient,1,8.295085,5.9969687
protein,4,12.8315525,12.651265
sample,5,6.037795,0.77219915
health,6,-2.3002481,4.1614094
health,6,-1.5442861,2.9127421
protein,1,10.095722,9.545212
protein,4,11.127887,12.10771
health,6,1.4092765,0.43232036
patient,3,8.002644,-2.9411776
sample,5,6.170752,0.5936943
drug,0,6.0890355,11.357492
patient,3,4.7553515,-1.7572355
health,6,0.3904955,3.8293521
sample,5,6.9272285,3.1437535
protein,4,12.522909,12.200371
cell,2,12.912074,3.7813792
protein,4,12.72467,12.682629
patient,3,6.5993023,-2.714093
protein,1,9.967185,9.378823
sample,5,6.6210814,2.8625593
drug,0,6.586767,10.79826
drug,0,5.079685,10.570848
health,6,-1.2448739,4.8077
cell,2,12.461303,5.040252
vaccine,1,9.278972,8.683468
drug,0,6.6303163,10.645141
drug,0,6.6064663,11.94918
health,6,0.24406388,3.7409694
cell,2,12.4206295,2.3326468
drug,0,8.13632,11.631559
drug,0,7.114795,11.724432
drug,0,5.5485196,11.121433
protein,4,12.412859,12.922244
cell,2,11.624339,5.6404347
patient,3,5.394456,-2.10902
patient,3,6.8349304,-0.60981226
sample,5,4.1444874,2.376447
vaccine,1,7.3782187,7.699688
protein,4,13.081855,13.275058
vaccine,1,8.509923,7.9977193
protein,4,12.4751,13.2762785
drug,0,6.0721903,11.516674
health,6,0.68513775,3.714331
drug,0,6.6174307,11.057605
vaccine,1,8.186914,7.6255302
vaccine,1,6.6046457,5.8617606
health,6,5.71062,7.4240522
sample,5,5.751826,2.0144114
cell,2,13.972139,7.612417
drug,0,10.9214525,3.9268162
cell,2,14.504768,5.6218343
protein,2,13.772095,7.054643
sample,3,6.47942,-0.0024002166
vaccine,1,9.663863,9.080486
health,6,0.60821116,3.7470405
drug,0,6.627351,10.822436
cell,2,14.395876,5.554795
protein,4,13.200053,13.248439
vaccine,1,9.504979,6.886374
vaccine,1,8.791464,8.172719
vaccine,1,9.410665,6.922579
sample,5,3.523142,3.1854184
health,0,5.0673394,10.546877
drug,0,11.315005,3.7313113
cell,5,13.428464,5.1235642
cell,2,13.006597,2.682252
health,0,-0.8199457,3.459727
patient,3,2.9828448,-0.69151354
cell,2,14.266268,6.303663
protein,1,9.934573,9.352922
protein,4,13.015371,10.953315
drug,0,11.2761345,3.7207844
health,6,-2.4591866,4.173853
protein,0,9.647307,11.573073
patient,3,8.7616825,-3.8558118
health,6,-3.1610625,4.613712
sample,5,3.9794507,2.6139817
cell,2,13.670707,4.920668
drug,0,11.498862,3.0270085
drug,0,11.341725,3.7206151
health,6,-0.9460885,2.4090152
cell,2,14.632411,4.9926224
vaccine,1,7.8911743,7.8711615
drug,0,6.858606,10.452907
health,6,-1.6237736,4.024953
patient,3,8.599797,-3.7624645
patient,3,8.502108,-2.7011597
health,6,-1.9456445,4.3821917
drug,5,6.0072393,3.365386
sample,5,5.9514055,0.8434096
cell,2,14.197305,6.6037116
cell,2,13.973726,3.1370196
vaccine,1,7.8738103,7.876398
cell,2,14.549646,5.390083
patient,3,7.4532633,-1.8504938
cell,2,12.060091,3.646565
sample,5,6.0215726,0.7345799
health,6,1.8214126,0.13214068
cell,2,13.642661,3.490912
health,6,-1.9992577,3.974842
patient,0,6.651638,10.516045
protein,4,13.221205,13.2275505
patient,3,8.589061,-3.6769707
patient,3,9.249873,-4.218397
protein,4,10.81263,10.270654
health,6,0.64300454,1.0412108
vaccine,1,7.8620214,7.859875
sample,5,6.726023,2.4085479
health,6,-2.9845743,4.408346
vaccine,1,9.388598,8.9366255
vaccine,1,7.235609,9.460485
cell,2,13.667334,4.9689283
cell,2,10.958827,6.0749035
protein,4,13.585375,8.932599
patient,3,6.674758,-2.7412882
cell,2,13.937481,3.6920373
vaccine,1,9.459678,8.889986
health,0,-0.7825057,3.4391441
health,6,9.188994,13.210335
health,6,9.192651,13.231896
cell,2,14.739988,3.8029082
sample,5,5.4445705,3.4284194
patient,3,8.515972,-3.4793634
cell,2,14.049821,7.2337694
vaccine,6,5.939928,7.4316835
protein,4,12.54506,13.292219
health,4,9.90127,13.042765
cell,2,14.483659,4.1069317
health,6,5.1415987,7.317425
protein,1,9.779159,9.204303
health,6,-0.8595656,3.421688
vaccine,1,9.725351,8.572554
cell,2,14.829595,3.562346
protein,4,10.944375,12.068337
patient,3,7.08043,-1.7508451
health,6,0.7552832,3.696162
drug,0,7.078487,10.076468
vaccine,1,7.450679,8.890842
drug,0,5.5230427,11.12054
cell,2,14.149085,6.801573
sample,5,5.1765885,2.0705433
patient,4,6.7780557,10.58771
sample,5,6.910795,3.130751
vaccine,1,9.565776,9.002815
cell,2,14.256349,6.4256277
health,6,-1.9624022,3.9209113
vaccine,1,7.223369,7.6682734
health,6,9.132961,13.250914
vaccine,1,9.04812,8.403662
patient,3,6.9876924,-2.942068
vaccine,1,8.463742,7.9601054
patient,3,8.654555,-2.8927114
protein,4,11.653118,12.326683
patient,3,6.9776535,-2.870307
patient,3,9.100175,-3.2544887
drug,0,6.378838,11.348599
protein,4,13.570666,8.995795
protein,4,10.753555,12.958505
cell,2,14.084541,4.250468
sample,5,4.2878737,2.6306329
protein,4,13.65014,8.7155
protein,4,10.229983,12.993478
health,6,-2.0805151,3.839824
protein,4,13.380162,13.542721
patient,3,3.7066023,-1.1601588
health,6,-0.121822014,1.736853
cell,2,14.656456,3.571544
sample,5,5.5504766,1.8933823
vaccine,1,7.0178576,6.430072
patient,3,8.6163,-3.6540322
cell,2,12.309692,2.2635176
patient,3,8.770751,-3.745058
protein,4,11.24075,11.945085
health,6,-0.8579654,3.4181094
sample,5,3.8038747,2.923027
protein,0,8.709871,11.71616
cell,2,13.804722,3.9943616
protein,4,12.392256,12.379969
patient,3,7.402399,-1.7626976
vaccine,1,7.423088,6.9403005
health,6,-2.7009912,4.2114477
health,6,-0.7086559,2.1624496
vaccine,1,7.2896314,9.314093
drug,0,5.541088,11.119734
vaccine,2,10.685274,6.240402
health,6,-2.7213786,4.2887335
vaccine,1,10.338395,6.472492
protein,4,13.065433,10.792372
vaccine,1,8.597172,8.041026
cell,2,13.93189,4.6300607
protein,4,12.188454,12.444045
health,6,0.0012678166,3.8877475
cell,0,11.704716,3.7033095
patient,3,6.0874634,-2.418222
health,6,-1.5953737,4.000673
sample,5,6.1143947,0.5883149
vaccine,1,6.820955,6.1049895
cell,2,14.145261,4.3691864
health,6,-1.532659,3.1788633
patient,3,2.9367554,-0.67649305
protein,4,10.425228,9.888389
drug,0,5.1267066,10.679191
sample,5,6.78017,2.1057713
protein,2,10.519679,9.538881
patient,3,7.3545127,-1.7065805
protein,4,12.073476,12.754315
drug,0,5.529589,11.108442
drug,0,5.4611316,10.912348
cell,2,11.539814,5.6837664
vaccine,1,7.398578,9.056581
patient,3,8.7436285,-3.046377
cell,2,13.5749855,3.4855592
vaccine,1,8.991329,8.335195
cell,2,14.431878,3.6643498
health,6,-1.6273806,3.049772
protein,4,13.471148,11.7930565
protein,4,10.936085,12.867208
drug,0,6.6540356,10.892548
vaccine,6,5.843461,7.419834
health,6,-1.522696,3.7404246
vaccine,1,7.062443,6.471965
protein,4,12.032271,12.495792
cell,2,13.741467,4.8355036
sample,5,6.9727116,3.056418
patient,3,9.088639,-4.0716596
protein,4,13.42763,11.796266
vaccine,1,9.413008,6.978215
health,6,-0.13071449,1.6829232
cell,2,14.13103,3.780013
health,6,0.78212816,1.0090967
protein,4,12.702948,13.365212
cell,2,11.842525,3.708729
vaccine,1,7.244147,6.6668706
cell,2,13.80109,6.9392796
protein,4,12.989164,12.619496
sample,5,6.476305,2.8041487
patient,2,11.618294,1.7739702
vaccine,1,9.387825,7.1145034
patient,3,6.5345917,-2.675905
health,6,0.5157943,3.7703016
cell,2,14.016776,5.6647606
health,6,-2.3401835,4.4191227
protein,4,11.223522,12.150029
cell,2,12.487643,2.4047635
cell,2,14.276227,3.5649385
sample,5,6.0858574,0.6830545
protein,4,13.341073,9.746559
patient,3,8.629589,-3.704558
cell,2,11.24801,5.889074
protein,4,13.273768,13.389047
sample,5,6.282346,2.1134942
sample,5,5.296135,2.1062224
health,0,5.0834866,10.560607
drug,0,5.835173,11.503586
protein,2,13.742159,8.366399
vaccine,1,9.367335,6.949073
health,6,-2.2768948,4.425033
cell,2,13.882979,3.1104696
cell,2,14.487824,3.7315202
sample,5,6.636196,2.0089993
sample,5,6.4099975,1.8001287
patient,3,7.443301,-1.8293729
sample,6,2.7959366,3.2642646
health,6,-1.3421226,4.2720404
sample,5,4.252191,2.7013183
sample,5,5.8158407,3.7744925
patient,3,7.462803,-3.2668073
vaccine,1,8.455646,7.967705
health,6,2.449982,-0.32592887
health,6,-0.47260946,1.9684951
health,6,-2.3310668,4.369182
cell,2,13.612139,4.964707
health,6,-1.1408424,4.8769283
health,6,-1.2716875,2.6212068
patient,3,7.9431057,-3.5751076
health,6,9.469334,13.141931
health,6,-1.812874,3.7205713
protein,2,13.703929,8.2099085
patient,3,6.7141347,-0.38132402
vaccine,1,9.52126,6.870981
cell,2,14.620264,4.800422
health,6,1.2669718,0.5431128
patient,3,7.4499063,-2.97989
sample,5,5.7621036,1.2507418
patient,2,11.8176365,2.0070562
health,6,-0.97991514,4.230868
health,6,0.7493766,3.7141533
health,6,-1.5830495,3.9803848
sample,5,6.7619534,2.7679017
protein,1,9.940752,9.354519
